Student Tag,Enrollment Term,Subject,Entry Teacher Tag,Exit Teacher Tag,Q1 (Before),Q1 (After),Q1 (Change),Q2 (Before),Q2 (After),Q2 (Change),Q3 (Before),Q3 (After),Q3 (Change),Q4 (Before),Q4 (After),Q4 (Change),Q5 (Before),Q5 (After),Q5 (Change),Q6 (Before),Q6 (After),Q6( Change),Q7 (Before),Q7 (After),Q7 (Change),Q8 (Before),Q8 (After),Q8 (Change),Q9 (Before),Q9 (After),Q9 (Change),Q10 (Before),Q10 (After),Q10 (Change),Q11 (Before),Q11 (After),Q11 (Change),Q12 (Before),Q12 (After),Q12 (Change),Q13 (Before),Q13 (After),Q13 (Change),Q14 (Before),Q14 (After),Q14 (Change),Q15 (Before),Q15 (After),Q15 (Change),Q16 (Before),Q16 (After),Q16 (Change),Q17 (Before),Q17 (After),Q17 (Change),Q18 (Assigned Text Read Completely),Q19 (Chinese Translation),Q20 (Time/RJ),Q21 (Time/reading),Q22 (% Lecture),Q23 (% tutorial participation),Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Sex,"Phy (1: normal, 2:mainland)","Chem(1: normal, 2:mainland)","Bio(1: normal, 2:mainland)",Com Sci,Inter Sci,Eng Lit,Chin Lit,"History(1: normal, 2:mainland)",Chin History,Ethics & RS,Music,Visual Art,Econ,"Geog(1: normal, 2:mainland)",Politics_Mainland,Language,English Proficiency,Year of Study,Faculty,Term GPA,Grade,cGPA (After),cGPA (Before),First GEF?,"ScienceSubject (Phy,Chem,Bio,InterSci,CombSci)","HumanitiesSub (ChinHist, Hist, ChinLit, EngLit, RS, Politics)",Micro-modules,Micro-modules_No_a,Micro-modules_No_b,Micro-modules_No_c,Micro-modules_No_d,Micro-modules_No_e,Micro-modules_No_f,Micro-modules_No_g
629,1617T1,UNFN,13,13,4,6,2,4,5,1,3,4,1,3,4,1,4,5,1,2,4,2,4,4,0,6,6,0,1,5,4,1,5,4,2,4,2,4,5,1,4,5,1,5,6,1,4,4,0,5,4,-1,3,4,1,6 to 7,2 to 3,1 to <3,1 to <2,61-80%,61-80%,3,3,5,2,4,3,4,4,4,4,4,2,M,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,,Cantonese,DSE 4 or below,2,SSF,3.00,A-,3.22,3.34,No,1,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
630,1617T1,UNFN,7,7,5,5,0,5,6,1,3,4,1,3,3,0,3,3,0,4,5,1,4,6,2,4,5,1,2,4,2,3,5,2,3,5,2,3,5,2,4,5,1,5,5,0,4,5,1,4,5,1,4,5,1,10 to 11,10 to 11,6 to <10,1 to <2,81-100%,1-20%,1,2,2,2,2,2,1,1,2,2,2,2,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,1,,Cantonese,DSE 4 or below,1,EDU,2.86,B-,2.86,0.00,Yes,0,0,0,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK
631,1617T1,UNFN,14,14,5,5,0,5,5,0,5,5,0,5,3,-2,4,4,0,4,4,0,5,5,0,5,4,-1,3,4,1,3,4,1,4,4,0,4,4,0,4,4,0,5,5,0,4,4,0,5,5,0,5,5,0,10 to 11,10 to 11,10 to <15,2 to <3,21-40%,81-100%,4,4,4,4,3,4,3,3,3,4,4,3,F,2,2,2,,,,,BLANK,,,,,,BLANK,BLANK,Putonghau,Natioanl Exam <=139,2,BAF,3.45,B,3.35,3.30,No,5,4,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
632,1617T1,UNFN,14,14,4,4,0,5,4,-1,4,4,0,4,4,0,3,4,1,3,4,1,4,4,0,5,4,-1,3,4,1,3,4,1,3,3,0,3,4,1,4,4,0,5,4,-1,5,3,-2,4,4,0,5,4,-1,10 to 11,8 to 9,3 to <6,more than 5,81-100%,81-100%,4,4,4,4,4,4,4,4,4,4,4,4,F,BLANK,BLANK,BLANK,,,,,2,,,,,,2,1,Putonghau,Natioanl Exam >=140,2,SSF,2.86,B-,2.84,2.83,No,2,6,BLANK,1,1,BLANK,BLANK,1,BLANK,BLANK
633,1617T1,UNFN,12,12,3,4,1,5,5,0,4,4,0,3,4,1,3,4,1,3,4,1,4,5,1,4,4,0,3,4,1,3,4,1,4,4,0,4,5,1,4,5,1,5,5,0,5,5,0,5,5,0,4,6,2,6 to 7,0 to 1,6 to <10,3 to <4,81-100%,61-80%,4,4,4,4,4,4,4,4,4,4,4,4,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,1,BLANK,1,BLANK,,Putonghua,Others,2,BAF,3.26,B,3.08,3.01,No,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1
634,1617T1,UNFN,2,2,4,4,0,5,5,0,4,4,0,3,3,0,4,4,0,5,4,-1,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,5,1,4,4,0,4,5,1,4,5,1,8 to 9,0 to 1,3 to <6,3 to <4,61-80%,81-100%,3,4,4,3,3,3,3,3,3,4,4,3,F,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,2,MED,3.38,B,3.16,3.04,No,3,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
636,1617T1,UNFN,10,10,4,5,1,4,5,1,4,4,0,4,4,0,2,5,3,3,5,2,4,5,1,4,5,1,4,5,1,3,5,2,3,5,2,3,5,2,4,5,1,3,5,2,3,5,2,3,5,2,4,5,1,10 to 11,2 to 3,3 to <6,2 to <3,41-60%,81-100%,3,4,4,4,4,4,4,4,4,4,4,4,F,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,2,BASCI,3.14,B,3.29,3.36,No,1,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
637,1617T1,UNFN,7,7,4,5,1,4,5,1,4,5,1,4,5,1,3,4,1,3,4,1,2,3,1,3,4,1,2,5,3,2,5,3,4,5,1,4,4,0,3,4,1,5,4,-1,5,4,-1,5,4,-1,5,3,-2,6 to 7,4 to 5,1 to <3,2 to <3,81-100%,81-100%,3,3,3,2,3,3,3,3,3,4,3,3,F,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,2,SSF,2.68,B-,3.01,3.15,No,2,0,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK
639,1617T1,UNFN,11,11,4,4,0,5,6,1,4,4,0,4,4,0,4,5,1,2,5,3,3,5,2,3,5,2,3,4,1,4,5,1,3,4,1,3,5,2,3,5,2,4,6,2,2,5,3,4,5,1,2,4,2,8 to 9,0 to 1,3 to <6,2 to <3,41-60%,61-80%,4,4,5,3,4,4,4,4,4,4,5,4,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,1,,Cantonese,DSE 5 or above,2,ART,3.48,B+,3.30,3.19,No,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1
640,1617T1,UNFN,7,7,4,5,1,5,5,0,5,4,-1,5,5,0,4,4,0,5,5,0,5,5,0,5,5,0,3,5,2,4,5,1,3,5,2,4,5,1,4,5,1,5,5,0,5,4,-1,5,5,0,6,5,-1,6 to 7,4 to 5,3 to <6,2 to <3,41-60%,81-100%,4,4,5,3,5,5,5,5,5,5,5,4,F,1,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,2,SSF,2.78,B,2.78,2.78,No,2,0,0,1,BLANK,BLANK,BLANK,1,BLANK,BLANK
643,1617T1,UNFN,7,7,5,5,0,5,5,0,4,4,0,4,4,0,4,4,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,4,-1,4,5,1,4,5,1,5,5,0,4,4,0,4 to 5,8 to 9,3 to <6,3 to <4,61-80%,81-100%,4,4,4,3,4,3,4,4,3,3,4,3,M,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,2,SCF,2.96,B+,3.20,3.30,No,2,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
644,1617T1,UNFN,2,2,5,5,0,4,5,1,5,5,0,4,4,0,3,3,0,3,3,0,4,3,-1,3,4,1,2,4,2,2,5,3,4,5,1,4,5,1,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,8 to 9,8 to 9,6 to <10,3 to <4,81-100%,61-80%,3,4,4,3,4,4,4,4,4,4,4,4,M,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,1,BLANK,,BLANK,DSE 4 or below,2,SSF,3.09,A-,3.25,3.33,No,0,1,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
646,1617T1,UNFN,10,10,4,6,2,6,6,0,4,5,1,4,5,1,2,5,3,5,5,0,5,6,1,5,6,1,4,6,2,5,6,1,5,6,1,4,5,1,4,5,1,5,5,0,4,5,1,6,6,0,4,5,1,8 to 9,8 to 9,10 to <15,3 to <4,61-80%,81-100%,5,5,5,4,4,5,4,4,5,4,4,5,M,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,2,SSF,3.55,A,3.47,3.43,No,2,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
647,1617T1,UNFN,2,2,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,3,-1,3,3,0,3,4,1,3,4,1,4,4,0,3,4,1,3,4,1,3,3,0,3,4,1,3,4,1,4,4,0,4,4,0,2 to 3,6 to 7,3 to <6,1 to <2,1-20%,81-100%,2,5,4,3,4,4,3,4,4,4,4,3,F,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,2,MED,3.20,B,3.20,3.20,No,3,0,0,BLANK,1,BLANK,BLANK,1,BLANK,BLANK
649,1617T1,UNFN,2,2,5,4,-1,5,5,0,5,5,0,3,3,0,5,4,-1,5,4,-1,4,3,-1,4,5,1,4,4,0,4,4,0,5,4,-1,5,3,-2,4,4,0,5,4,-1,4,5,1,4,5,1,4,4,0,8 to 9,4 to 5,6 to <10,2 to <3,41-60%,81-100%,3,5,3,4,2,4,3,3,4,3,4,3,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,1,,Cantonese,DSE 5 or above,2,SSF,3.02,B-,3.28,3.39,No,0,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
650,1617T1,UNFN,2,2,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,5,5,0,8 to 9,0 to 1,6 to <10,2 to <3,81-100%,81-100%,3,4,4,3,4,4,4,4,4,4,4,4,M,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,2,BAF,3.74,A,3.57,3.49,No,2,0,0,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1
651,1617T1,UNFN,2,2,3,5,2,4,5,1,3,3,0,4,5,1,3,3,0,4,5,1,3,5,2,4,6,2,3,5,2,4,5,1,4,5,1,3,5,2,4,5,1,4,6,2,3,4,1,3,5,2,4,6,2,8 to 9,0 to 1,3 to <6,less than 1,81-100%,81-100%,3,4,5,2,4,3,4,4,4,5,4,2,M,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,2,BAF,3.52,A-,3.37,3.29,No,3,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
653,1617T1,UNFN,13,13,5,5,0,5,5,0,4,4,0,4,4,0,3,3,0,5,4,-1,5,5,0,5,6,1,3,5,2,3,5,2,4,5,1,3,5,2,3,5,2,5,6,1,5,5,0,5,5,0,6,5,-1,2 to 3,0 to 1,more than 15,1 to <2,1-20%,81-100%,2,4,4,3,4,3,3,4,4,4,4,3,M,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,2,BAF,3.34,B,3.20,3.14,No,1,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
655,1617T1,UNFN,1,1,4,5,1,4,5,1,5,4,-1,4,4,0,2,2,0,2,2,0,3,3,0,4,4,0,2,3,1,2,4,2,2,4,2,3,5,2,2,4,2,4,4,0,3,5,2,5,2,-3,3,3,0,6 to 7,4 to 5,6 to <10,2 to <3,61-80%,81-100%,4,4,4,4,4,4,3,3,4,4,4,4,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,2,BAF,2.64,B,2.76,2.82,No,0,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
658,1617T1,UNFN,7,7,4,4,0,4,4,0,3,4,1,3,3,0,1,2,1,2,2,0,2,3,1,4,4,0,3,4,1,3,4,1,4,4,0,4,4,0,4,3,-1,4,4,0,4,4,0,4,4,0,4,4,0,2 to 3,6 to 7,3 to <6,2 to <3,0,81-100%,3,4,3,2,2,3,2,2,2,3,3,3,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,1,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,2,SSF,2.69,C+,2.86,2.94,No,0,2,0,BLANK,BLANK,1,1,1,BLANK,BLANK
659,1617T1,UNFN,14,14,5,5,0,5,5,0,3,3,0,3,3,0,2,3,1,2,3,1,4,3,-1,6,5,-1,3,3,0,3,3,0,2,3,1,2,4,2,3,4,1,4,5,1,4,4,0,5,4,-1,4,4,0,8 to 9,4 to 5,6 to <10,2 to <3,81-100%,81-100%,4,4,4,4,3,4,3,4,3,3,4,4,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,,Putonghua,BLANK,2,SSF,3.44,B-,3.27,3.18,No,0,2,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
660,1617T1,UNFN,2,2,6,6,0,6,6,0,6,6,0,BLANK,5,#VALUE!,2,5,3,3,5,2,3,5,2,4,6,2,2,6,4,3,6,3,4,6,2,4,6,2,4,6,2,4,6,2,5,6,1,5,6,1,5,6,1,8 to 9,6 to 7,10 to <15,2 to <3,61-80%,81-100%,3,5,5,5,5,5,5,5,4,5,5,5,F,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,2,BAF,2.97,A-,2.78,2.67,No,1,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
661,1617T1,UNFN,2,2,5,5,0,5,5,0,5,5,0,5,4,-1,4,4,0,6,6,0,5,6,1,5,6,1,5,6,1,5,5,0,5,6,1,5,4,-1,5,4,-1,5,5,0,5,4,-1,5,4,-1,5,4,-1,8 to 9,2 to 3,1 to <3,1 to <2,1-20%,81-100%,3,4,5,2,4,3,4,4,3,4,4,1,M,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,,Cantonese,DSE 4 or below,2,SCF,2.74,B+,2.79,2.81,No,1,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
662,1617T1,UNFN,7,7,4,5,1,5,5,0,5,5,0,4,5,1,4,4,0,3,4,1,2,5,3,4,5,1,2,4,2,2,4,2,2,4,2,3,4,1,3,5,2,4,5,1,4,5,1,5,5,0,4,5,1,8 to 9,8 to 9,1 to <3,1 to <2,61-80%,81-100%,4,3,4,3,4,3,4,4,4,4,4,2,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,1,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,2,ART,3.48,A-,3.56,3.60,No,0,2,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
663,1617T1,UNFN,1,1,4,4,0,4,4,0,3,3,0,3,4,1,2,2,0,4,3,-1,4,5,1,4,4,0,4,4,0,3,3,0,4,4,0,4,4,0,4,3,-1,4,2,-2,3,3,0,4,4,0,2,1,-1,8 to 9,0 to 1,3 to <6,1 to <2,61-80%,81-100%,1,3,1,1,2,2,2,2,3,4,3,2,M,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,2,SSF,3.32,A-,3.26,3.24,No,3,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,1
665,1617T1,UNFN,12,12,4,4,0,5,6,1,5,5,0,4,5,1,5,5,0,4,5,1,5,4,-1,4,5,1,4,4,0,4,5,1,4,5,1,4,5,1,4,5,1,5,5,0,5,5,0,5,5,0,5,5,0,10 to 11,0 to 1,3 to <6,2 to <3,1-20%,81-100%,3,3,4,3,3,3,4,4,4,5,4,3,F,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,Others,2,SLAW,3.62,A-,3.36,3.26,No,2,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
666,1617T1,UNFN,7,7,4,5,1,4,5,1,3,5,2,3,5,2,3,5,2,4,5,1,4,6,2,4,6,2,4,5,1,4,5,1,3,5,2,4,6,2,4,5,1,4,6,2,4,5,1,4,5,1,4,5,1,6 to 7,4 to 5,3 to <6,3 to <4,41-60%,81-100%,4,4,4,3,4,4,4,4,4,4,4,3,F,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,2,SSF,3.05,B,3.06,3.07,No,1,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
667,1617T1,UNFN,2,2,5,5,0,5,5,0,4,5,1,4,5,1,4,5,1,4,5,1,4,4,0,5,5,0,4,5,1,4,5,1,5,4,-1,4,5,1,4,4,0,5,5,0,5,5,0,4,5,1,6,5,-1,8 to 9,0 to 1,3 to <6,1 to <2,41-60%,81-100%,4,4,4,3,4,4,3,4,4,4,4,4,F,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,2,MED,2.93,B,3.13,3.23,No,2,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
671,1617T1,UNFN,7,7,5,4,-1,5,4,-1,5,4,-1,4,4,0,5,4,-1,4,4,0,4,4,0,4,4,0,4,4,0,3,4,1,4,4,0,3,4,1,4,4,0,5,4,-1,4,4,0,4,4,0,4,4,0,4 to 5,4 to 5,3 to <6,2 to <3,81-100%,81-100%,4,4,4,4,4,4,4,4,4,4,4,4,M,1,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,2,BAF,2.83,B,2.98,3.07,No,2,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
676,1617T1,UNFN,2,2,4,6,2,4,6,2,3,5,2,3,4,1,3,4,1,4,4,0,3,5,2,4,5,1,3,5,2,3,5,2,3,6,3,3,6,3,3,6,3,4,6,2,3,6,3,4,6,2,4,5,1,10 to 11,8 to 9,more than 15,1 to <2,81-100%,81-100%,4,5,4,4,4,5,5,5,5,5,5,5,M,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,2,ENF,2.92,B+,1.92,1.41,Yes,2,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
679,1617T1,UNFN,2,2,5,5,0,5,6,1,4,5,1,4,5,1,6,5,-1,4,5,1,4,5,1,4,5,1,2,5,3,2,5,3,4,5,1,5,5,0,6,5,-1,6,5,-1,6,5,-1,6,6,0,6,2,-4,8 to 9,0 to 1,3 to <6,1 to <2,21-40%,81-100%,3,5,5,1,5,3,5,4,5,4,4,1,M,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,Others,2,SLAW,3.60,A,3.40,3.33,No,2,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
681,1617T1,UNFN,7,7,4,4,0,5,5,0,5,5,0,4,5,1,4,5,1,3,3,0,5,4,-1,4,5,1,3,5,2,2,4,2,3,5,2,4,4,0,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,4 to 5,0 to 1,1 to <3,2 to <3,41-60%,61-80%,4,4,4,4,4,4,4,4,4,4,4,2,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,2,ART,2.89,B,3.07,3.16,No,0,2,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
682,1617T1,UNFN,1,1,4,5,1,5,5,0,5,5,0,5,5,0,5,5,0,4,4,0,3,3,0,2,5,3,3,4,1,2,4,2,3,4,1,3,5,2,3,4,1,5,4,-1,3,4,1,5,5,0,5,6,1,8 to 9,2 to 3,3 to <6,3 to <4,41-60%,81-100%,4,4,4,4,4,4,4,4,4,4,4,3,F,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,1,,Cantonese,DSE 5 or above,2,ART,2.95,B-,3.03,3.08,No,0,2,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
683,1617T1,UNFN,12,11,4,5,1,5,5,0,5,5,0,5,5,0,5,6,1,5,5,0,5,5,0,5,4,-1,4,4,0,4,4,0,4,5,1,4,5,1,4,5,1,5,5,0,5,5,0,5,5,0,5,5,0,8 to 9,0 to 1,3 to <6,2 to <3,81-100%,81-100%,3,4,5,4,5,5,5,5,5,5,5,5,F,BLANK,1,1,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,2,EDU,3.38,A-,3.47,3.51,No,2,1,0,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK
684,1617T1,UNFN,13,13,4,6,2,5,6,1,5,5,0,4,5,1,3,4,1,3,4,1,3,4,1,4,6,2,3,5,2,3,5,2,3,4,1,4,4,0,3,4,1,6,5,-1,4,4,0,5,5,0,5,5,0,10 to 11,8 to 9,less than 1,3 to <4,81-100%,81-100%,3,4,4,3,4,3,3,3,3,3,4,3,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,1,BLANK,,MULT,DSE 4 or below,2,ART,3.45,B+,3.49,3.52,No,0,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
687,1617T1,UNFN,10,10,5,6,1,5,6,1,5,6,1,5,6,1,5,5,0,4,5,1,3,4,1,5,5,0,4,5,1,5,6,1,5,6,1,5,6,1,5,6,1,5,6,1,5,6,1,5,6,1,5,6,1,10 to 11,4 to 5,3 to <6,1 to <2,81-100%,81-100%,3,4,5,4,5,5,5,5,5,5,5,5,M,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,,Cantonese,DSE 5 or above,2,BAF,3.32,A-,3.29,3.27,No,2,0,0,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK
688,1617T1,UNFN,14,14,5,5,0,5,5,0,4,5,1,3,5,2,2,6,4,4,6,2,5,6,1,5,6,1,5,5,0,5,5,0,5,6,1,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,4,4,0,BLANK,10 to 11,10 to <15,2 to <3,81-100%,81-100%,4,4,4,4,4,4,4,4,4,4,4,4,M,BLANK,BLANK,BLANK,,,,,2,,,,,,2,1,Putonghau,Natioanl Exam >=140,2,BAF,3.49,A,3.32,3.25,No,2,6,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
689,1617T1,UNFN,10,10,4,5,1,4,5,1,4,5,1,4,5,1,3,3,0,4,4,0,5,5,0,5,5,0,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,5,5,0,4,5,1,5,5,0,5,5,0,8 to 9,8 to 9,10 to <15,4 to <5,61-80%,81-100%,4,4,4,4,4,4,4,4,4,4,4,4,F,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,2,SSF,2.79,B,2.89,2.94,No,1,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
690,1617T1,UNFN,10,10,4,5,1,4,5,1,4,4,0,4,4,0,2,4,2,2,4,2,2,4,2,3,4,1,2,4,2,2,4,2,4,4,0,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,4,4,0,8 to 9,4 to 5,3 to <6,3 to <4,81-100%,61-80%,3,4,4,4,4,4,4,4,4,4,4,NA,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,2,SSF,3.06,B,3.21,3.28,No,0,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
691,1617T1,UNFN,11,11,5,5,0,5,5,0,4,5,1,5,5,0,5,5,0,5,5,0,5,5,0,BLANK,5,#VALUE!,3,5,2,5,5,0,5,5,0,5,5,0,4,5,1,5,5,0,4,5,1,3,5,2,3,NA,#VALUE!,8 to 9,0 to 1,1 to <3,1 to <2,81-100%,81-100%,2,5,5,3,5,4,4,4,5,4,4,4,M,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,Others,2,BAF,2.71,B,2.99,3.14,No,3,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
692,1617T1,UNFN,7,7,4,3,-1,5,4,-1,5,4,-1,5,4,-1,1,2,1,2,2,0,2,1,-1,2,2,0,2,1,-1,5,1,-4,3,1,-2,BLANK,3,#VALUE!,3,2,-1,4,4,0,3,4,1,5,4,-1,4,4,0,4 to 5,8 to 9,3 to <6,1 to <2,81-100%,81-100%,2,2,3,2,4,4,4,3,4,4,4,2,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,BLANK,DSE 4 or below,2,SSF,3.11,B,3.02,2.97,No,0,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
